Multi Channel Analyzer Raw Data
Version: 1

Channel: 17
[s]	[µV]
0.4548	57.98705
0.4549	80.067482
0.455	74.884282
0.4551	66.759616
0.4552	66.953986
0.4553	52.104118
0.4554	49.577308
0.4555	51.391428
0.4556	65.30832
0.4557	74.96203
0.4558	57.27436
0.4559	43.487048
0.456	44.795806
0.4561	57.740848
0.4562	63.403494
0.4563	72.033522
0.4564	60.64344
0.4565	68.444156
0.4566	74.676954
0.4567	67.148356
0.4568	66.033968
0.4569	66.811448
0.457	66.953986
0.4571	53.659078
0.4572	66.941028
0.4573	69.079098
0.4574	70.996882
0.4575	66.202422
0.4576	60.462028
0.4577	56.613502
0.4578	54.008944
0.4579	72.279724
0.458	68.794022
0.4581	72.214934
0.4582	86.352112
0.4583	79.0438
0.4584	68.366408
0.4585	77.94237
0.4586	97.457118
0.4587	86.04112
0.4588	83.203318
0.4589	93.414222
0.459	95.941032
0.4591	78.149698
0.4592	67.420474
0.4593	82.516544
0.4594	75.726552
0.4595	81.790896
0.4596	90.550504
0.4597	87.40171
0.4598	82.762746
0.4599	79.121548
0.46	82.775704
0.4601	88.218064
0.4602	96.524142
0.4603	93.634508
0.4604	75.402602
0.4605	81.324408
0.4606	79.134506
0.4607	84.019672
0.4608	102.471864
0.4609	91.574186
0.461	89.21583
0.4611	100.87803
0.4612	97.521908
0.4613	88.43835
0.4614	113.732366
0.4615	102.277494
0.4616	94.113954
0.4617	98.467842
0.4618	98.338262
0.4619	107.16266
0.462	100.23013
0.4621	95.75962
0.4622	95.202426
0.4623	94.295366
0.4624	74.871324
0.4625	93.81592
0.4626	91.975884
0.4627	81.739064
0.4628	97.301622
0.4629	109.650596
0.463	104.156404
0.4631	105.41333
0.4632	102.031292
0.4633	116.285092
0.4634	99.958012
0.4635	105.28375
0.4636	105.67249
0.4637	92.740406
0.4638	116.712706
0.4639	113.045592
0.464	120.224324
0.4641	121.93478
0.4642	112.656852
0.4643	126.690366
0.4644	111.970078
0.4645	109.676512
0.4646	103.171596
0.4647	106.359264
0.4648	113.434332
0.4649	122.790008
0.465	121.623788
0.4651	129.269008
0.4652	124.733708
0.4653	119.356138
0.4654	111.399926
0.4655	108.341838
0.4656	114.61351
0.4657	118.617532
0.4658	105.918692
0.4659	96.316814
0.466	109.961588
0.4661	112.838264
0.4662	105.892776
0.4663	104.89501
0.4664	107.020122
0.4665	111.931204
0.4666	98.105018
0.4667	87.298046
0.4668	103.586252
0.4669	99.037994
0.467	111.101892
0.4671	104.221194
0.4672	94.308324
0.4673	92.299834
0.4674	105.128254
0.4675	91.327984
0.4676	95.021014
0.4677	97.50895
0.4678	106.786878
0.4679	93.271684
0.468	101.564804
0.4681	104.350774
0.4682	96.239066
0.4683	93.16802
0.4684	75.506266
0.4685	82.814578
0.4686	85.237724
0.4687	87.375794
0.4688	89.228788
0.4689	80.171146
0.469	83.38473
0.4691	84.447286
0.4692	80.01565
0.4693	66.02101
0.4694	66.422708
0.4695	62.859258
0.4696	42.463366
0.4697	53.283296
0.4698	61.926282
0.4699	52.752018
0.47	51.132268
0.4701	53.827532
0.4702	62.289106
0.4703	49.901258
